,Name,User rating %,Value %,Avg. Bench %,Memory Pts,8-Core Pts,Mkt. share %,Age months,Price €,fecha,cuartil,año,Q_año
19,Intel Pentium G4400,53,52.4,47.5,69.3,154,0.08,102,167,2015-11-28 18:42:51.754560,Q4,2015,Q4 2015
20,Intel Core i3-7350K,53,77.4,71.5,85.7,337,0,87,179,2017-02-20 18:42:51.754560,Q1,2017,Q1 2017
21,Intel Core i7-7740X,53,0,87,90.5,699,0.01,81,,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
22,Intel Core i9-7920X,53,63.7,81.6,74.9,911,0.02,83,589,2017-06-20 18:42:51.754560,Q2,2017,Q2 2017
23,Intel Core i9-9900,53,0,91.4,88.8,891,0.08,58,,2019-07-10 18:42:51.754560,Q3,2019,Q3 2019
24,Intel Core i5-9400,53,86.5,86.5,87.7,618,0.3,61,239,2019-04-11 18:42:51.754560,Q2,2019,Q2 2019
25,Intel Core i9-10900F,53,0,95.4,90.2,1002,0.06,45,,2020-08-03 18:42:51.754560,Q3,2020,Q3 2020
26,AMD Ryzen TR 3960X,53,0,87.2,71.4,1092,0.01,52,,2020-01-06 18:42:51.754560,Q1,2020,Q1 2020
27,Intel Core i5-10600,53,92.4,90.2,89.2,809,0.03,47,219,2020-06-04 18:42:51.754560,Q2,2020,Q2 2020
28,Intel Core i5-11600,53,108,97,88.1,875,0.03,35,162,2021-05-30 18:42:51.754560,Q2,2021,Q2 2021
29,Intel Core i5-12600,53,97.2,102,81.7,1052,0.05,27,282,2022-01-25 18:42:51.754560,Q1,2022,Q1 2022
30,Intel Core i7-13700F,53,106,121,83.2,1568,0.43,15,379,2023-01-20 18:42:51.754560,Q1,2023,Q1 2023
31,AMD Ryzen 9 7900,53,94.5,109,81.5,1456,0.02,15,405,2023-01-20 18:42:51.754560,Q1,2023,Q1 2023
32,Intel Core i5-13400,53,105,106,83,1152,0.12,16,243,2022-12-21 18:42:51.754560,Q4,2022,Q4 2022
33,AMD Ryzen 9 7950X3D,53,91.6,120,85.5,1583,0.11,13,640,2023-03-21 18:42:51.754560,Q1,2023,Q1 2023
34,AMD Phenom II X4 945,52,0,51.5,76,163,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
35,Intel Core i5-3317U,52,0,47.2,71.7,138,0.01,145,,2012-05-17 18:42:51.754560,Q2,2012,Q2 2012
36,Intel Core i7-3612QM,52,0,60.5,78.8,330,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
37,Intel Core i7-2640M,52,0,53.7,77,181,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
38,AMD Phenom II X4 B55,52,0,54,76.5,186,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
39,Intel Core i3-2350M,52,0,47,73.2,125,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
40,AMD Athlon II X2 250 (2013 D.Ri),52,0,40.3,67.8,78.4,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
41,AMD A10-4600M APU,52,0,42.6,65.3,119,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
42,Intel Core i3-2370M,52,0,48.9,75.6,135,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
43,AMD Athlon II X2 270,52,0,42.6,70.3,90.6,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
44,Intel Core i5-2310,52,0,64.8,83,275,0.02,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
45,Intel Core2 Duo E7400,52,0,38.4,64.1,77.5,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
46,Intel Core i7 X 990,52,0,77.7,92.2,540,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
47,AMD Phenom II X2 555,52,0,45.3,76.8,84.3,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
48,Intel Core i3-4330,52,0,61.9,82.4,246,0.01,129,,2013-09-09 18:42:51.754560,Q3,2013,Q3 2013
49,AMD A8-3870 APU,52,0,46.7,64.2,174,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
50,Intel Xeon E3-1240 v3,52,0,72.2,82,509,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
1,Intel Xeon E3-1245 v3,52,0.0,71.5,78.8,519,0.01,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
2,Intel Core i5-4300U,52,0.0,43.7,62.4,151,0.03,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
3,Intel Core i5-4300M,52,0.0,51.5,69.1,200,0.01,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
4,Intel Xeon X3430,52,0.0,61.3,84.3,228,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
5,AMD Phenom II X4 980,52,0.0,58,81.7,203,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
6,Intel Core i5-2550K,52,0.0,73.9,87.4,355,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
7,Intel Xeon E31270,52,0.0,70.7,87,424,0.01,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
8,Intel Core i5-3470S,52,0.0,65.3,80.9,294,0.03,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
9,Intel Core i7 970,52,0.0,73.4,88.5,498,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
10,AMD A4-4000 APU,52,0.0,39.1,66.7,71.3,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
11,Intel Core i5-4200H,52,0.0,57,76.8,220,0.01,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
12,Intel Core2 Extreme X9770,52,0.0,56.8,82.1,185,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
13,Intel Xeon E3-1270 V2,52,0.0,72.7,86.4,471,0.01,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
14,AMD A8-6410 APU R5 Graphics,52,0.0,31.8,46.3,105,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
15,Intel Core i5-4310U,52,0.0,49.4,70.8,168,0.01,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
16,Intel Core i3-4030U,52,0.0,44.6,68.9,124,0.02,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
17,Intel Pentium N3540,52,0.0,33.5,53.7,81.6,0.01,113,,2015-01-02 18:42:51.754560,Q1,2015,Q1 2015
18,Intel Core i5-5300U,52,0.0,41.6,56.6,162,0.05,113,,2015-01-02 18:42:51.754560,Q1,2015,Q1 2015
19,AMD A8-7650K APU (2014 D.Ka),52,0.0,43.7,60.2,162,0,107,,2015-07-01 18:42:51.754560,Q2,2015,Q2 2015
20,Intel Core i7-5700HQ,52,0.0,68.8,77.9,471,0.02,105,,2015-08-30 18:42:51.754560,Q3,2015,Q3 2015
21,Intel Core m3-6Y30,52,0.0,44.4,64.7,145,0,101,,2015-12-28 18:42:51.754560,Q4,2015,Q4 2015
22,AMD A10-7860K APU (2014 D.Ka),52,0.0,42.9,57.1,169,0.01,97,,2016-04-26 18:42:51.754560,Q2,2016,Q2 2016
23,Intel Xeon E3-1230 v5,52,0.0,76.6,83.8,579,0,98,,2016-03-27 18:42:51.754560,Q1,2016,Q1 2016
24,Intel Celeron N3450,52,0.0,27,32,129,0,88,,2017-01-21 18:42:51.754560,Q1,2017,Q1 2017
25,Intel Core i7-7700T,52,0.0,71.7,80.6,521,0.02,86,,2017-03-22 18:42:51.754560,Q1,2017,Q1 2017
26,AMD A10-9700 APU (2016 M.BR),52,0.0,41.9,52.3,187,0,89,,2016-12-22 18:42:51.754560,Q4,2016,Q4 2016
27,Intel Core i3-7130U,52,0.0,54.9,75.8,202,0,77,,2017-12-17 18:42:51.754560,Q4,2017,Q4 2017
28,AMD A9-9425 APU (2016 M.SR),52,0.0,27.1,42.3,71.9,0.01,71,,2018-06-15 18:42:51.754560,Q2,2018,Q2 2018
29,Intel Pentium Silver J5005,52,0.0,39.5,42.7,209,0,71,,2018-06-15 18:42:51.754560,Q2,2018,Q2 2018
30,Intel Core i5-8500T,52,0.0,73,78.9,509,0.04,69,,2018-08-14 18:42:51.754560,Q3,2018,Q3 2018
31,Intel Core i5-8259U,52,0.0,73.1,80.7,524,0.01,68,,2018-09-13 18:42:51.754560,Q3,2018,Q3 2018
32,Intel Core i7-8559U,52,0.0,77.5,82.9,554,0,70,,2018-07-15 18:42:51.754560,Q3,2018,Q3 2018
33,AMD Ryzen 5 4600HS,52,0.0,69.6,68,669,0,47,,2020-06-04 18:42:51.754560,Q2,2020,Q2 2020
34,Intel Core i7-10710U,52,0.0,68,71.9,511,0.03,55,,2019-10-08 18:42:51.754560,Q4,2019,Q4 2019
35,Intel Core i5-1035G7,52,0.0,57.7,59.4,417,0,54,,2019-11-07 18:42:51.754560,Q4,2019,Q4 2019
36,AMD A6-5200 APU,52,0.0,30.4,43.2,106,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
37,Intel Core i7-2760QM,52,0.0,59.9,77.5,318,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
38,Intel Xeon E3-1225 v3,52,0.0,69.1,78.7,353,0.01,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
39,Intel Core i7-4510U,52,0.0,47.1,68.4,158,0.03,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
40,Intel Core i3-4000M,52,0.0,51,74.2,166,0.01,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
41,AMD FX-4100,52,0.0,51.4,76.7,158,0,150,,2011-12-19 18:42:51.754560,Q4,2011,Q4 2011
42,Intel Core i5 M 520,52,0.0,40.1,57.7,135,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
43,AMD A10-9620P APU (2016 M.BR),52,0.0,35.3,48.3,134,0,81,,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
44,AMD A4-6300 APU,52,0.0,40,66.2,84,0.01,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
45,Intel Pentium P6200,52,0.0,36.2,57.3,91,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
46,Intel Core i7-6920HQ,52,0.0,69.5,78.2,498,0,99,,2016-02-26 18:42:51.754560,Q1,2016,Q1 2016
47,Intel Xeon X5660,52,0.0,71.3,88.6,453,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
48,Intel Xeon E5440,52,0.0,49,70.9,160,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
49,Intel Core i5 660,52,0.0,48.7,65.1,192,0.01,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
50,AMD A8-9600 APU (2016 D.BR),52,0.0,39.9,51.1,171,0.01,79,,2017-10-18 18:42:51.754560,Q4,2017,Q4 2017
1,Intel Core i7-4960X,52,0.0,78.4,86.2,619,0.01,127,,2013-11-08 18:42:51.754560,Q4,2013,Q4 2013
2,Intel Core i7-3820,52,0.0,69.5,84.3,432,0.06,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
3,Intel Xeon E3-1505M v6,52,0.0,70.1,78.5,495,0.01,86,,2017-03-22 18:42:51.754560,Q1,2017,Q1 2017
4,Intel Core i7-4940MX,52,0.0,69.3,78.9,469,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
5,Intel Core i3-12300,52,0.0,95.9,83.1,843,0,25,,2022-03-26 18:42:51.754560,Q1,2022,Q1 2022
6,Intel Core i5-4460S,52,0.0,66.1,80.8,304,0.03,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
7,Intel Core i3-6006U,52,0.0,36.1,53,119,0.07,87,,2017-02-20 18:42:51.754560,Q1,2017,Q1 2017
8,Intel Pentium G3250,52,0.0,51.2,75.9,158,0.01,112,,2015-02-01 18:42:51.754560,Q1,2015,Q1 2015
9,Intel Core2 Quad Q6700,52,0.0,44.2,68.2,120,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
10,AMD FX-8370E,52,0.0,59.9,81.7,332,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
11,Intel Xeon E3-1271 v3,52,0.0,75.9,84.1,552,0.02,112,,2015-02-01 18:42:51.754560,Q1,2015,Q1 2015
12,Intel Xeon E5-2630 v3,52,0.0,68.5,81,544,0.01,110,,2015-04-02 18:42:51.754560,Q2,2015,Q2 2015
13,Intel Core i7-3820QM,52,0.0,66.3,78.8,420,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
14,AMD Ryzen 7 5800HS,52,0.0,72.9,67.9,706,0.02,38,,2021-03-01 18:42:51.754560,Q1,2021,Q1 2021
15,Intel Core i5-6600T,52,0.0,72.9,79.9,385,0.02,101,,2015-12-28 18:42:51.754560,Q4,2015,Q4 2015
16,AMD Athlon II X4 620,52,0.0,43.6,63.3,142,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
17,Intel Core i7-1260P,52,0.0,85.1,65.9,846,0.11,25,,2022-03-26 18:42:51.754560,Q1,2022,Q1 2022
18,Intel Core i3-5010U,52,0.0,47.7,69.4,156,0.01,109,,2015-05-02 18:42:51.754560,Q2,2015,Q2 2015
19,Intel Pentium G3260,52,0.0,51.8,76.7,160,0.02,104,,2015-09-29 18:42:51.754560,Q3,2015,Q3 2015
20,Intel Core i5-1145G7,52,0.0,68.8,64.6,541,0.06,41,,2020-12-01 18:42:51.754560,Q4,2020,Q4 2020
21,Intel Xeon E3-1240,52,0.0,70.3,86.4,402,0.01,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
22,Intel Core i9-12900HK,52,0.0,99.7,72.1,1115,0.02,27,,2022-01-25 18:42:51.754560,Q1,2022,Q1 2022
23,Intel Core i7-7820HQ,52,0.0,63,72.3,430,0.08,89,,2016-12-22 18:42:51.754560,Q4,2016,Q4 2016
24,AMD Ryzen 9 6900HX,52,0.0,79.9,71.8,819,0.02,25,,2022-03-26 18:42:51.754560,Q1,2022,Q1 2022
25,Intel Core2 Duo E7500,52,0.0,39.2,65.5,79.2,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
26,Intel Core i7-4770HQ,52,0.0,64,73.8,426,0,112,,2015-02-01 18:42:51.754560,Q1,2015,Q1 2015
27,AMD Ryzen 7 5800,52,0.0,95.9,79.5,1005,0.02,37,,2021-03-31 18:42:51.754560,Q1,2021,Q1 2021
28,Intel Core i5-3337U,52,0.0,47.2,70.9,142,0.03,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
29,Intel Xeon E3-1270 v3,52,0.0,75.2,85.5,531,0.02,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
30,Intel Core i7-1360P,52,0.0,92.1,66.1,941,0.1,14,,2023-02-19 18:42:51.754560,Q1,2023,Q1 2023
31,AMD Phenom II X4 925,52,0.0,50.7,75.7,153,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
32,Intel Core i7-11375H,51,0.0,78,70.6,662,0.01,38,,2021-03-01 18:42:51.754560,Q1,2021,Q1 2021
33,Intel Core i3 M 330,52,0.0,38,57.2,114,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
34,Intel Core i5-8400H,52,0.0,76.6,83.5,540,0,69,,2018-08-14 18:42:51.754560,Q3,2018,Q3 2018
35,Intel Pentium E5700,52,0.0,36.5,59.7,81.2,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
36,AMD Ryzen 7 PRO 4750G,52,0.0,83,66.7,945,0,44,,2020-09-02 18:42:51.754560,Q3,2020,Q3 2020
37,Intel Core i7-11850H,52,0.0,88.9,70.3,939,0.06,35,,2021-05-30 18:42:51.754560,Q2,2021,Q2 2021
38,Intel Core i9-13900HX,52,0.0,115,78,1443,0.37,14,,2023-02-19 18:42:51.754560,Q1,2023,Q1 2023
39,AMD Ryzen 5 4600G,52,0.0,78.1,69,779,0.07,41,,2020-12-01 18:42:51.754560,Q4,2020,Q4 2020
40,AMD Ryzen 3 4100,52,0.0,73.3,70.7,615,0.02,23,,2022-05-25 18:42:51.754560,Q2,2022,Q2 2022
41,Intel Pentium G4520,52,0.0,60.1,84.2,213,0,102,,2015-11-28 18:42:51.754560,Q4,2015,Q4 2015
42,Intel Pentium G2020,52,0.0,48.9,75.9,132,0.01,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
43,Intel Xeon E3-1245 v6,52,0.0,81.6,85.9,638,0.01,81,,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
44,Intel Pentium Gold G7400,52,0.0,68.1,77.5,343,0,27,,2022-01-25 18:42:51.754560,Q1,2022,Q1 2022
45,Intel Core i7-4500U,52,0.0,50.1,73.2,163,0.03,127,,2013-11-08 18:42:51.754560,Q4,2013,Q4 2013
46,Intel Core i7-8700T,52,0.0,79.4,84.6,606,0.03,72,,2018-05-16 18:42:51.754560,Q2,2018,Q2 2018
47,AMD A10-6700 APU (2013 D.Ri),52,0.0,49.7,67.9,187,0.01,129,,2013-09-09 18:42:51.754560,Q3,2013,Q3 2013
48,Intel Pentium G2030,52,0.0,48.9,75.2,136,0.02,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
49,Intel Pentium B960,52,0.0,43.7,72.1,93,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
50,Intel Core i7-3687U,52,0.0,52.6,75,180,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
1,Intel Pentium 2020M,52,0.0,46.7,75,111,0.02,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
2,Intel Core i3-6100U,52,0.0,43.4,61.8,153,0.04,101,,2015-12-28 18:42:51.754560,Q4,2015,Q4 2015
3,Intel Core i3 M 350,52,0.0,38.5,57,119,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
4,Intel Celeron N4020,52,0.0,21.2,30.2,73.1,0.04,47,,2020-06-04 18:42:51.754560,Q2,2020,Q2 2020
5,Intel Core i5-4200M,52,0.0,49.6,68.8,182,0.02,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
6,Intel Core i9-10980XE,52,0.0,84.2,77.3,951,0.03,53,,2019-12-07 18:42:51.754560,Q4,2019,Q4 2019
7,Intel Core i7-13700HX,52,0.0,108,75.4,1361,0.22,15,,2023-01-20 18:42:51.754560,Q1,2023,Q1 2023
8,Intel Xeon E5-1620 v2,52,0.0,71,83.4,468,0.02,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
9,Intel Core i5 M 480,52,0.0,41.1,57.8,145,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
10,AMD A6-9500 APU (2016 D.BR),52,0.0,33.8,51.7,95.6,0,81,,2017-08-19 18:42:51.754560,Q3,2017,Q3 2017
11,Intel Core i5-6300HQ,52,0.0,53.7,65.8,256,0.05,101,,2015-12-28 18:42:51.754560,Q4,2015,Q4 2015
12,Intel Core i5 M 430,52,0.0,39.4,57.3,129,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
13,Intel Core i3-4005U,52,0.0,38.5,60.3,103,0.04,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
14,AMD Ryzen 5 5600X3D,52,0.0,100,94.4,876,0.01,9,,2023-07-19 18:42:51.754560,Q3,2023,Q3 2023
15,AMD A10-9600P APU (2016 M.BR),52,0.0,33.1,46.6,118,0.01,94,,2016-07-25 18:42:51.754560,Q3,2016,Q3 2016
16,Intel Pentium T4300,52,0.0,33.7,58.3,56.5,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
17,AMD Ryzen 9 7940HS,52,0.0,83.6,65.3,958,0.06,12,,2023-04-20 18:42:51.754560,Q2,2023,Q2 2023
18,Intel Core i3 550,52,0.0,47,64,179,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
19,Intel Core i7-4800MQ,52,0.0,63.3,75,408,0.01,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
20,Intel Core i5-3340M,52,0.0,52.6,74.1,185,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
21,AMD A12-9700P APU (2016 M.BR),52,0.0,33.9,46,130,0,93,,2016-08-24 18:42:51.754560,Q3,2016,Q3 2016
22,AMD A6-4400M APU,52,0.0,35.2,60.4,62.1,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
23,Intel Xeon E5-1650 v3,52,0.0,76.8,84.2,612,0.04,113,,2015-01-02 18:42:51.754560,Q1,2015,Q1 2015
24,Intel Core i7-4600U,52,0.0,49.1,70.3,168,0.03,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
25,AMD A10-5700 APU (2012 D.Tr),52,0.0,48.3,68.4,167,0,147,,2012-03-18 18:42:51.754560,Q1,2012,Q1 2012
26,Intel Core i5-4200U,52,0.0,42.6,63.6,132,0.04,127,,2013-11-08 18:42:51.754560,Q4,2013,Q4 2013
27,Intel Core i5-6200U,52,0.0,41.3,56.7,161,0.18,102,,2015-11-28 18:42:51.754560,Q4,2015,Q4 2015
28,AMD Ryzen 5 5600U,52,0.0,65.9,59.8,593,0,38,,2021-03-01 18:42:51.754560,Q1,2021,Q1 2021
29,AMD Ryzen 9 7945HX,52,0.0,88.7,72.3,1048,0.01,13,,2023-03-21 18:42:51.754560,Q1,2023,Q1 2023
30,Intel Xeon E3-1220 V2,52,0.0,69.5,84.7,321,0.01,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
31,AMD Phenom II X4 840,52,0.0,47.3,65.2,175,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
32,Intel Core i9-14900HX,52,0.0,118,78,1530,0.16,3,,2024-01-15 18:42:51.754560,Q1,2024,Q1 2024
33,AMD Ryzen 5 PRO 4650G,52,0.0,80.2,67,815,0.03,44,,2020-09-02 18:42:51.754560,Q3,2020,Q3 2020
34,Intel Xeon E5-1603 0,52,0.0,59.9,74.3,268,0.01,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
35,AMD A8-6500 APU,52,0.0,49.8,70,175,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
36,AMD Phenom II X6 1075T,52,0.0,55.9,79.9,250,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
37,Intel Core i5-13500H,52,0.0,99.9,70.4,1068,0.12,13,,2023-03-21 18:42:51.754560,Q1,2023,Q1 2023
38,Intel Pentium Silver N5000,52,0.0,33.9,37.8,172,0.02,71,,2018-06-15 18:42:51.754560,Q2,2018,Q2 2018
39,Intel Core i7-6600U,52,0.0,44.5,59.6,179,0.08,102,,2015-11-28 18:42:51.754560,Q4,2015,Q4 2015
40,Intel Core i7 X 980,52,0.0,76,91.4,515,0.02,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
41,Intel Xeon E5-1650 0,52,0.0,72.7,82.7,536,0.03,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
42,Intel Core i7-3940XM,52,0.0,69.6,81.1,455,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
43,Intel Xeon E5-2690 v2,52,0.0,71.4,79.8,660,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
44,Intel Core i5-3350P,52,0.0,65.3,82.1,289,0.03,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
45,Intel Core i7 Q 720,52,0.0,50.7,79.3,167,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
46,Intel Core i5 M 460,52,0.0,40.3,57.2,138,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
47,Intel Core i7-3840QM,52,0.0,66.1,79.3,419,0.01,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
48,Intel Core2 Duo E7300,52,0.0,38.5,65.2,72.6,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
49,Intel Core i3 M 380,52,0.0,39.8,57.3,132,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
50,Intel Core i3-3110M,52,0.0,48.2,73.1,141,0.04,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
1,Intel Core i5 M 560,52,0,41.4,58,147,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
2,Intel Core i3-2330M,52,0,47,73.7,123,0.01,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
3,AMD FX-6350 Six-Core,52,0,59.2,81.4,264,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
4,AMD A10-7870K APU (2014 D.Ka),52,0,45.8,60.9,182,0,106,,2015-07-31 18:42:51.754560,Q3,2015,Q3 2015
5,AMD A6-6400K APU,52,0,39.8,65.4,87.5,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
6,Intel Pentium E5400,52,0,36.2,60.2,74.2,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
7,Intel Xeon W3680,52,0,75.3,89,515,0.01,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
8,AMD Athlon X4 845,52,0,45,56.2,200,0,97,,2016-04-26 18:42:51.754560,Q2,2016,Q2 2016
9,Intel Core i7-2720QM,52,0,57.7,76.6,296,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
10,Intel Core i3-2130,52,0,57.5,80.8,203,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
11,Intel Core i5-2400S,52,0,60.4,81.1,236,0.01,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
12,Intel Core i5-3340,52,0,66.1,82.8,293,0.02,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
13,Intel Core2 Duo T8100,52,0,35,61.5,53.5,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
14,Intel Xeon X5450,52,0,49.6,71.2,166,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
15,Intel Core i5-8400T,52,0,74.7,83,512,0.01,72,,2018-05-16 18:42:51.754560,Q2,2018,Q2 2018
16,Intel Core i7-4790S,52,71,71.8,83.3,490,0.04,115,249,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
17,Intel Core i3 540,52,0,45.9,63.5,169,0.01,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
18,Intel Core2 Quad Q9300,52,0,45.5,66.9,144,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
19,Intel Core i3-2100,52,0,50.9,74.4,167,0.03,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
20,Intel Xeon E5620,52,74.3,59.4,81,272,0.01,120,106,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
21,Intel Xeon E3-1245 V2,52,0,72.6,84.8,475,0.01,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
22,Intel Core2 Duo T8300,52,0,36.6,63.1,62.6,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
23,Intel Core i5-3360M,52,0,53.9,74.3,199,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
24,Intel Core i3-4370,52,0,65.8,85.9,270,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
25,Intel Core i3-8300,52,0,79.9,87,428,0.01,71,,2018-06-15 18:42:51.754560,Q2,2018,Q2 2018
26,Intel Core i5-4590S,52,0,67.1,79.1,328,0.03,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
