,Name,User rating %,Value %,Avg. Bench %,Memory Pts,8-Core Pts,Mkt. share %,Age months,Price €,fecha,cuartil,año,Q_año
3,Intel Core i5-5287U,50,0.0,58,75.2,242,0,108,,2015-06-01 18:42:51.754560,Q2,2015,Q2 2015
4,AMD A6-7000 APU (2014 M.Ka),50,0.0,26.3,44.2,52,0,107,,2015-07-01 18:42:51.754560,Q2,2015,Q2 2015
5,AMD A10-7400P APU (2014 M.Ka),50,0.0,36.4,52.6,119,0,107,,2015-07-01 18:42:51.754560,Q2,2015,Q2 2015
6,Intel Atom x7-Z8700,50,0.0,27.3,40.7,84,0,107,,2015-07-01 18:42:51.754560,Q2,2015,Q2 2015
7,Intel Core M-5Y10a,50,0.0,45.7,72.6,116,0,108,,2015-06-01 18:42:51.754560,Q2,2015,Q2 2015
8,Intel Celeron N3150,50,0.0,26.3,40.9,71,0,107,,2015-07-01 18:42:51.754560,Q2,2015,Q2 2015
9,Intel Core i7-4722HQ,50,0.0,66.3,78.9,431,0,104,,2015-09-29 18:42:51.754560,Q3,2015,Q3 2015
10,Intel Celeron N3000,50,0.0,22.9,40.1,35.4,0,103,,2015-10-29 18:42:51.754560,Q4,2015,Q4 2015
11,Intel Core M-5Y31,50,0.0,38,54.2,129,0,104,,2015-09-29 18:42:51.754560,Q3,2015,Q3 2015
12,Intel Pentium 3805U,50,0.0,44.1,71.2,104,0,103,,2015-10-29 18:42:51.754560,Q4,2015,Q4 2015
13,Intel Core i7-5850HQ,50,0.0,77.8,89.6,520,0,103,,2015-10-29 18:42:51.754560,Q4,2015,Q4 2015
14,Intel Core i5-6260U,50,0.0,55.9,76.1,212,0,101,,2015-12-28 18:42:51.754560,Q4,2015,Q4 2015
15,Intel Core i7-5775R,50,0.0,80.5,85.5,597,0,100,,2016-01-27 18:42:51.754560,Q1,2016,Q1 2016
16,AMD A4-7210 APU (2015 M.Ca),50,0.0,34,51.1,103,0,102,,2015-11-28 18:42:51.754560,Q4,2015,Q4 2015
17,AMD A8-7200P APU (2014 M.Ka),50,0.0,37.3,54.9,116,0,98,,2016-03-27 18:42:51.754560,Q1,2016,Q1 2016
18,Intel Atom x5-Z8350,50,0.0,21.4,33.9,54.5,0,93,,2016-08-24 18:42:51.754560,Q3,2016,Q3 2016
19,Intel Pentium 4405Y,50,0.0,37.7,56.3,115,0,93,,2016-08-24 18:42:51.754560,Q3,2016,Q3 2016
20,AMD E2-9010 APU (2016 M.SR),50,0.0,27.9,46.7,54.9,0,90,,2016-11-22 18:42:51.754560,Q4,2016,Q4 2016
21,Intel Core i7-6567U,50,0.0,57.4,70.8,259,0,93,,2016-08-24 18:42:51.754560,Q3,2016,Q3 2016
22,Intel Atom x5-Z8330,50,0.0,26.4,42.6,61.9,0,92,,2016-09-23 18:42:51.754560,Q3,2016,Q3 2016
23,AMD A6-9210 APU (2016 M.SR),50,0.0,30.3,49.6,67.1,0,90,,2016-11-22 18:42:51.754560,Q4,2016,Q4 2016
24,AMD A9-9400 APU (2016 M.SR),50,0.0,30.3,48.3,74.7,0,89,,2016-12-22 18:42:51.754560,Q4,2016,Q4 2016
25,Intel Core i3-6157U,50,0.0,54.4,76.7,191,0,89,,2016-12-22 18:42:51.754560,Q4,2016,Q4 2016
26,AMD A10-9630P APU (2016 M.BR),50,0.0,42.2,58.5,156,0,89,,2016-12-22 18:42:51.754560,Q4,2016,Q4 2016
27,Intel Core i5-7Y54,50,0.0,47.2,65.7,164,0,89,,2016-12-22 18:42:51.754560,Q4,2016,Q4 2016
28,Intel Celeron N3010,50,0.0,24.4,42.4,40,0,89,,2016-12-22 18:42:51.754560,Q4,2016,Q4 2016
29,Intel Core i7-7Y75,50,0.0,43.6,60.2,158,0,87,,2017-02-20 18:42:51.754560,Q1,2017,Q1 2017
30,Intel Core i3-7300T,50,0.0,66.8,85.2,284,0,86,,2017-03-22 18:42:51.754560,Q1,2017,Q1 2017
31,Intel Core i5-7600T,50,0.0,75.1,82,402,0.01,85,,2017-04-21 18:42:51.754560,Q2,2017,Q2 2017
32,Intel Celeron J3355,50,0.0,24.9,36.3,81.3,0,85,,2017-04-21 18:42:51.754560,Q2,2017,Q2 2017
33,Intel Pentium 4410Y,50,0.0,38.9,58.7,117,0,80,,2017-09-18 18:42:51.754560,Q3,2017,Q3 2017
34,AMD A12-9800E APU (2016 M.BR),50,0.0,40.7,50.7,182,0,78,,2017-11-17 18:42:51.754560,Q4,2017,Q4 2017
35,AMD A6-9500E APU (2016 D.BR),50,0.0,35.2,55.8,88.4,0,79,,2017-10-18 18:42:51.754560,Q4,2017,Q4 2017
36,Intel Celeron J4005,50,0.0,28.3,39.7,101,0,72,,2018-05-16 18:42:51.754560,Q2,2018,Q2 2018
37,Intel Core i5-8305G,50,0.0,72.9,82.2,524,0,72,,2018-05-16 18:42:51.754560,Q2,2018,Q2 2018
38,Intel Core i7-8706G,50,0.0,77.7,84.7,574,0,70,,2018-07-15 18:42:51.754560,Q3,2018,Q3 2018
39,Intel Pentium G5500T,50,0.0,62.6,83,246,0,70,,2018-07-15 18:42:51.754560,Q3,2018,Q3 2018
40,Intel Core m3-7Y32,50,0.0,47,62.4,187,0,70,,2018-07-15 18:42:51.754560,Q3,2018,Q3 2018
41,Intel Core m3-8100Y,50,0.0,47.4,64,181,0,64,,2019-01-11 18:42:51.754560,Q1,2019,Q1 2019
42,Intel Core i5-8279U,50,0.0,74.2,81.4,505,0,58,,2019-07-10 18:42:51.754560,Q3,2019,Q3 2019
43,Intel Core i5-10600T,50,0.0,85.3,88.5,716,0,44,,2020-09-02 18:42:51.754560,Q3,2020,Q3 2020
44,Intel Core i9-10900T,50,0.0,85.5,86.1,830,0,44,,2020-09-02 18:42:51.754560,Q3,2020,Q3 2020
45,Intel Core i7-12650HX,50,0.0,107,76.6,1237,0,25,,2022-03-26 18:42:51.754560,Q1,2022,Q1 2022
46,Intel Core i5-8200Y,50,0.0,48.6,65,181,0,65,,2018-12-12 18:42:51.754560,Q4,2018,Q4 2018
47,Intel Core i5-8210Y,50,0.0,48.5,62.5,201,0,64,,2019-01-11 18:42:51.754560,Q1,2019,Q1 2019
48,Intel Core i7-8500Y,50,0.0,50.1,67.1,193,0,66,,2018-11-12 18:42:51.754560,Q4,2018,Q4 2018
49,AMD A9-9410 APU (2016 M.SR),50,0.0,29.6,45.9,81.2,0,94,,2016-07-25 18:42:51.754560,Q3,2016,Q3 2016
50,AMD A6-7400K APU (2014 D.Ka),50,0.0,34.8,55.4,85.2,0.01,113,,2015-01-02 18:42:51.754560,Q1,2015,Q1 2015
1,Intel Core i7-6650U,50,0.0,53.1,66.9,232,0.01,100,,2016-01-27 18:42:51.754560,Q1,2016,Q1 2016
2,Intel Celeron 3205U,50,0.0,40.3,66.9,83.6,0,106,,2015-07-31 18:42:51.754560,Q3,2015,Q3 2015
3,AMD Z-60 APU,50,0.0,18.8,34.5,19.4,0,115,,2014-11-03 18:42:51.754560,Q4,2014,Q4 2014
4,Intel Core i7-10510Y,50,0.0,56.5,69.8,312,0,49,,2020-04-05 18:42:51.754560,Q2,2020,Q2 2020
5,Intel Pentium D 3.73GHz,50,0.0,38.3,63.7,78.6,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
6,AMD Phenom 9850,50,0.0,45.9,69.1,136,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
7,AMD A8-3500M APU,50,0.0,37.4,59.2,95,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
8,AMD A8-3520M APU,50,0.0,37.7,58.7,101,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
9,Intel Xeon E3-1265L v3,50,0.0,71.3,84.8,460,0.01,111,,2015-03-03 18:42:51.754560,Q1,2015,Q1 2015
10,AMD A10-5757M APU,50,0.0,43.7,67.4,120,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
11,Intel Core i3-7167U,50,0.0,59.2,79.5,226,0,78,,2017-11-17 18:42:51.754560,Q4,2017,Q4 2017
12,Intel Core i3-6167U,50,0.0,56.5,76.5,214,0,90,,2016-11-22 18:42:51.754560,Q4,2016,Q4 2016
13,Intel Xeon E7- 4870,50,0.0,49.8,64.8,341,0,119,,2014-07-06 18:42:51.754560,Q3,2014,Q3 2014
14,Intel Core2 Duo T5450,50,0.0,31.1,57,33.2,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
15,AMD A4-6210 APU R3 Graphics,50,0.0,29.5,43.3,95.6,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
16,Intel Core i7-3689Y,50,0.0,49.4,75,144,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
17,Intel Core i5-1130G7,50,0.0,66.3,64.6,528,0,39,,2021-01-30 18:42:51.754560,Q1,2021,Q1 2021
18,AMD Athlon X2 Dual Core BE-2300,50,0.0,26.5,44.5,51.4,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
19,Intel Core i3-7101E,50,0.0,68.6,83.7,321,0,80,,2017-09-18 18:42:51.754560,Q3,2017,Q3 2017
20,Intel Core i3-10100T,50,0.0,77.2,86.3,556,0.01,48,,2020-05-05 18:42:51.754560,Q2,2020,Q2 2020
21,Intel Xeon E3-1286 v3,50,0.0,78.1,84.5,574,0,104,,2015-09-29 18:42:51.754560,Q3,2015,Q3 2015
22,Intel Core i7-1280P,50,0.0,86.9,66.9,919,0.02,24,,2022-04-25 18:42:51.754560,Q2,2022,Q2 2022
23,Intel Pentium E6800,50,0.0,40.7,67.6,84.3,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
24,Intel Core i7 Q 820,50,0.0,52.5,80.1,187,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
25,Intel Pentium 4 2.40GHz,50,0.0,23.4,43.2,23.5,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
26,Intel Pentium 4405U,50,0.0,48,69.1,160,0,99,,2016-02-26 18:42:51.754560,Q1,2016,Q1 2016
27,Intel Core i5-8600T,50,0.0,82.2,86.2,614,0,70,,2018-07-15 18:42:51.754560,Q3,2018,Q3 2018
28,Intel Core i3-10300T,50,0.0,78.6,88.6,556,0,43,,2020-10-02 18:42:51.754560,Q4,2020,Q4 2020
29,Intel Celeron G6900,50,0.0,57.1,72.5,245,0,26,,2022-02-24 18:42:51.754560,Q1,2022,Q1 2022
30,Intel Celeron 847,50,0.0,33.8,60,47.6,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
31,AMD Athlon II X2 B24,50,0.0,41.6,70.5,77.8,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
32,Intel Core i7-1160G7,50,0.0,65.4,63.3,510,0.01,42,,2020-11-01 18:42:51.754560,Q4,2020,Q4 2020
33,Intel Core i7-4712HQ,50,0.0,60.7,73.7,387,0,118,,2014-08-05 18:42:51.754560,Q3,2014,Q3 2014
34,Intel Core i7-12800H,50,0.0,98,71.7,1073,0.1,26,,2022-02-24 18:42:51.754560,Q1,2022,Q1 2022
35,Intel Xeon L5520,50,0.0,59.5,83.2,263,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
36,Intel Core i5-2450P,50,0.0,70.9,87.7,318,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
37,Intel Core i5-10210Y,50,0.0,57,68,320,0,51,,2020-02-05 18:42:51.754560,Q1,2020,Q1 2020
38,Intel Core2 Duo P8400,50,0.0,36.8,63.6,61.2,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
39,AMD A6-3650 APU,50,0.0,44.3,63.6,149,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
40,Intel Core i9-13950HX,50,0.0,116,77.5,1470,0.08,14,,2023-02-19 18:42:51.754560,Q1,2023,Q1 2023
41,AMD Turion 64 X2 Mobile Technology TL-52,50,0.0,29.8,53.2,41.4,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
42,Intel Celeron G3950,50,0.0,56.2,82.4,178,0,85,,2017-04-21 18:42:51.754560,Q2,2017,Q2 2017
43,Intel Core i7-4558U,50,0.0,57.7,78.9,219,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
44,Intel Core i3-6300T,50,0.0,65.2,84.8,270,0,97,,2016-04-26 18:42:51.754560,Q2,2016,Q2 2016
45,AMD Ryzen 3 5400U,50,0.0,61.6,57.6,512,0,35,,2021-05-30 18:42:51.754560,Q2,2021,Q2 2021
46,Intel Core i5-10200H,50,0.0,73.1,82,521,0.02,42,,2020-11-01 18:42:51.754560,Q4,2020,Q4 2020
47,Intel Pentium 5405U,50,0.0,49.8,70.1,177,0,60,,2019-05-11 18:42:51.754560,Q2,2019,Q2 2019
48,AMD Athlon II X2 215,50,0.0,37.8,64.2,70.6,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
49,Intel Pentium Dual E2200,50,0.0,33.2,58.5,49.7,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
50,AMD FX-8310,50,0.0,59.6,83.3,317,0,112,,2015-02-01 18:42:51.754560,Q1,2015,Q1 2015
1,Intel Core2 T5300,50,0.0,29.9,54.5,34.5,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
2,AMD Athlon 300U,50,0.0,44.9,54.9,207,0,56,,2019-09-08 18:42:51.754560,Q3,2019,Q3 2019
3,AMD A4-1200 APU,50,0.0,17.1,30.1,26.2,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
4,Intel Core i5 M 580,50,0.0,42.8,59.6,155,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
5,Intel Core2 6700,50,0.0,39,68.9,56.3,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
6,Intel Pentium G3420,50,0.0,53.5,79.6,164,0,127,,2013-11-08 18:42:51.754560,Q4,2013,Q4 2013
7,Intel Core i7-1365U,50,0.0,80.9,61.7,834,0.02,12,,2023-04-20 18:42:51.754560,Q2,2023,Q2 2023
8,Intel Celeron D 3.06GHz,50,0.0,20.7,38.1,21.8,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
9,Intel Atom D525,50,0.0,22.9,42.5,22.5,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
10,Intel Pentium 4 3.00GHz,50,0.0,29.2,53.9,29.8,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
11,Intel Core i7 X 940,50,0.0,60.4,87.5,249,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
12,Intel Pentium N3710,50,0.0,25.1,36.8,80.4,0.01,94,,2016-07-25 18:42:51.754560,Q3,2016,Q3 2016
13,Intel Celeron N3050,50,0.0,19,32.8,32.7,0.01,105,,2015-08-30 18:42:51.754560,Q3,2015,Q3 2015
14,AMD Ryzen 5 7640HS,50,0.0,74.6,66.7,771,0.01,10,,2023-06-19 18:42:51.754560,Q2,2023,Q2 2023
15,Intel Core i7-13850HX,50,0.0,111,74.5,1341,0.02,12,,2023-04-20 18:42:51.754560,Q2,2023,Q2 2023
16,Intel Core Ultra 9 185H,50,0.0,95.3,54.1,1233,0.04,2,,2024-02-14 18:42:51.754560,Q1,2024,Q1 2024
17,Intel Core i5-5675C,50,0.0,81.5,89.6,431,0,104,,2015-09-29 18:42:51.754560,Q3,2015,Q3 2015
18,Intel Pentium B950,50,0.0,43.3,71.8,90.7,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
19,Intel Core Ultra 7 155H,50,0.0,88.7,53.5,1060,0.06,6,,2023-10-17 18:42:51.754560,Q4,2023,Q4 2023
20,Intel Core i3-4010U,50,0.0,44,69.3,113,0.01,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
21,AMD Sempron 3000+,50,0.0,26.8,50.3,22.4,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
22,Intel Xeon E5506,50,0.0,54.2,74.9,199,0,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
23,Intel Core2 Duo P9600,50,0.0,38.6,66.6,65.4,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
24,Intel Core X 920,50,0.0,58.6,85.5,237,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
25,AMD A4-3330MX APU,50,0.0,34.3,58.9,60,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
26,Intel Pentium Dual T2330,50,0.0,29.1,53.2,32.5,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
27,Intel 2140,50,0.0,30.9,56.8,32.7,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
28,Intel Xeon W3570,50,0.0,72.7,92.3,385,0,116,,2014-10-04 18:42:51.754560,Q4,2014,Q4 2014
29,Intel Xeon E5420,50,0.0,45.2,67.7,136,0,117,,2014-09-04 18:42:51.754560,Q3,2014,Q3 2014
30,Intel Celeron G540,50,0.0,46.9,74.6,116,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
31,Intel Core2 T7400,50,0.0,33.2,59.7,43,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
32,Intel Celeron E1400,50,0.0,29.7,53,41.3,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
33,Intel Core i7 Q 840,50,0.0,56.1,84.8,209,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
34,Intel Core2 Duo T7500,50,0.0,35.1,62.9,45.9,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
35,Intel Pentium G6950,50,0.0,40.7,60,128,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
36,Intel Core2 T7200,50,0.0,32.2,58.1,40.5,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
37,Intel Pentium D 3.20GHz,50,0.0,30.9,54.4,46.6,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
38,Intel Core2 Duo T5550,50,0.0,31.2,56.7,36.9,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
39,Intel Core2 Duo P7450,50,0.0,35.5,62.4,54.1,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
40,Intel Core2 6320,50,0.0,35.1,64.3,38.9,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
41,Intel Core i7 X 920,50,0.0,56.6,83,222,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
42,Intel T2600,50,0.0,31.9,58.3,35.6,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
43,Intel Core2 Extreme Q9300,50,0.0,46.1,70.1,133,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
44,Intel Core i9-9960X,50,0.0,84.9,76.6,988,0,64,,2019-01-11 18:42:51.754560,Q1,2019,Q1 2019
45,Intel Core i7 975,50,0.0,72.4,91.7,408,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
46,Intel Core2 Duo E4400,50,0.0,33.3,60.1,41.3,0,122,,2014-04-07 18:42:51.754560,Q2,2014,Q2 2014
47,Intel Celeron E3200,50,0.0,35.7,61.7,60.5,0,120,,2014-06-06 18:42:51.754560,Q2,2014,Q2 2014
48,Intel Core2 4400,50,0.0,33.1,59.7,40.9,0,121,,2014-05-07 18:42:51.754560,Q2,2014,Q2 2014
49,Intel Core2 Duo E7200,50,0.0,37.8,64.4,68.5,0,123,,2014-03-08 18:42:51.754560,Q1,2014,Q1 2014
50,Intel Core2 Quad,50,0.0,42.6,67.1,109,0,124,,2014-02-06 18:42:51.754560,Q1,2014,Q1 2014
